Unnamed: 0,Team,Batter,Dismissal,Runs,Balls,4s,6s,SR,match_id,is_plate,dismissal_type,batting_position
15,GUJ,Japagnya Bhatt,c Vishvaraj Jadeja b Chetan Sakariya,9,11,2,0,81.82,SAURvsGUJ,False,caught,10
16,GUJ,Arzan Nagwaswalla,b Chetan Sakariya,0,2,0,0,0.0,SAURvsGUJ,False,bowled,11
0,SAUR,Harvik Desai (c & wk),c Nishant Sindhu b Samant Jakhar,101,90,11,3,112.22,SAURvsHAR,False,caught,1
1,SAUR,Vishvaraj Jadeja,run out (Sumit Kumar),5,5,1,0,100.0,SAURvsHAR,False,run out,2
2,SAUR,Jay Gohil,c Nishant Sindhu b Anshul Kamboj,4,4,1,0,100.0,SAURvsHAR,False,caught,3
3,SAUR,Sammar Gajjar,c (sub)Yuvraj Singh b Samant Jakhar,83,108,6,3,76.85,SAURvsHAR,False,caught,4
4,SAUR,Prerak Mankad,b Anshul Kamboj,13,23,1,0,56.52,SAURvsHAR,False,bowled,5
5,SAUR,Chirag Jani,run out ((sub)Yuvraj Singh),11,11,1,0,100.0,SAURvsHAR,False,run out,6
6,SAUR,Ruchit Ahir,b Nishant Sindhu,2,5,0,0,40.0,SAURvsHAR,False,bowled,7
7,SAUR,DA Jadeja,b Anshul Kamboj,8,16,0,0,50.0,SAURvsHAR,False,bowled,8
8,SAUR,Pranav Karia,c Nishant Sindhu b Anuj Thakral,7,15,1,0,46.67,SAURvsHAR,False,caught,9
9,SAUR,Chetan Sakariya,c Amit Rana b Anuj Thakral,10,10,0,1,100.0,SAURvsHAR,False,caught,10
10,SAUR,Ankur Panwar,not out,0,3,0,0,0.0,SAURvsHAR,False,not out,11
11,HAR,Ankit Kumar (c),c Vishvaraj Jadeja b Chetan Sakariya,0,3,0,0,0.0,SAURvsHAR,False,caught,1
12,HAR,Himanshu Rana,b Ankur Panwar,9,5,2,0,180.0,SAURvsHAR,False,bowled,2
13,HAR,Nishant Sindhu,retd hurt,4,3,1,0,133.33,SAURvsHAR,False,retired hurt,3
14,HAR,Yashvardhan Dalal (wk),not out,164,135,20,5,121.48,SAURvsHAR,False,not out,4
15,HAR,Parth Vats,b Ankur Panwar,67,73,5,2,91.78,SAURvsHAR,False,bowled,5
16,HAR,Rahul Tewatia,b Ankur Panwar,9,12,1,0,75.0,SAURvsHAR,False,bowled,6
17,HAR,Samant Jakhar,not out,1,4,0,0,25.0,SAURvsHAR,False,not out,7
0,SAUR,Harvik Desai (c & wk),c Upendra Yadav b Rahul Sharma,10,26,2,0,38.46,SAURvsRLYS,False,caught,1
1,SAUR,Vishvaraj Jadeja,c Sahab Yuvraj b Kunal Yadav,6,13,0,0,46.15,SAURvsRLYS,False,caught,2
2,SAUR,Prerak Mankad,b Zubair Ali,28,33,3,0,84.85,SAURvsRLYS,False,bowled,3
3,SAUR,Sammar Gajjar,c Sahab Yuvraj b Zubair Ali,147,135,14,4,108.89,SAURvsRLYS,False,caught,4
4,SAUR,Hetvik Kotak,c Upendra Yadav b Rahul Sharma,37,52,2,1,71.15,SAURvsRLYS,False,caught,5
5,SAUR,Chirag Jani,c Ansh Yadav b Kunal Yadav,26,21,3,0,123.81,SAURvsRLYS,False,caught,6
6,SAUR,Ruchit Ahir,c (sub)Kush Marathe b Kunal Yadav,18,15,1,1,120.0,SAURvsRLYS,False,caught,7
7,SAUR,DA Jadeja,c Karn Sharma b Zubair Ali,10,4,0,1,250.0,SAURvsRLYS,False,caught,8
8,SAUR,Ankur Panwar,not out,1,2,0,0,50.0,SAURvsRLYS,False,not out,9
9,RLYS,Ansh Yadav,b Ankur Panwar,10,31,1,0,32.26,SAURvsRLYS,False,bowled,1
10,RLYS,Pratham Singh,c Harvik Desai b Aditya Jadeja,2,8,0,0,25.0,SAURvsRLYS,False,caught,2
11,RLYS,Sahab Yuvraj,c Harvik Desai b Ankur Panwar,39,46,5,0,84.78,SAURvsRLYS,False,caught,3
12,RLYS,Upendra Yadav (wk),c Ankur Panwar b Chirag Jani,86,97,7,1,88.66,SAURvsRLYS,False,caught,4
13,RLYS,Ravi Singh,c Harvik Desai b Prerak Mankad,9,19,0,0,47.37,SAURvsRLYS,False,caught,5
14,RLYS,Raj Choudhary,run out (Ankur Panwar),14,27,1,0,51.85,SAURvsRLYS,False,run out,6
15,RLYS,Ashutosh Sharma,c (sub)Ansh Gosai b Prerak Mankad,65,45,6,3,144.44,SAURvsRLYS,False,caught,7
16,RLYS,Zubair Ali khan,c (sub)Ansh Gosai b Prerak Mankad,12,8,1,1,150.0,SAURvsRLYS,False,caught,8
17,RLYS,Karn Sharma (c),c DA Jadeja b Ankur Panwar,8,8,1,0,100.0,SAURvsRLYS,False,caught,9
18,RLYS,Kunal Yadav,not out,1,2,0,0,50.0,SAURvsRLYS,False,not out,10
19,RLYS,Rahul Sharma,c Vishvaraj Jadeja b Chirag Jani,5,4,1,0,125.0,SAURvsRLYS,False,caught,11
0,SAUR,Harvik Desai (c & wk),c R Paliwal b Pulkit Narang,110,114,9,4,96.49,SAURvsSER,False,caught,1
1,SAUR,Vishvaraj Jadeja,c Poonia b Pulkit Narang,71,78,8,0,91.03,SAURvsSER,False,caught,2
2,SAUR,Prerak Mankad,c Harsh Vardhan b Vineet Dhankhar,53,45,7,1,117.78,SAURvsSER,False,caught,3
3,SAUR,Ravindra Jadeja,not out,36,31,2,0,116.13,SAURvsSER,False,not out,4
4,SAUR,Chirag Jani,c Nakul Sharma b Pulkit Narang,16,11,1,1,145.45,SAURvsSER,False,caught,5
5,SAUR,Ruchit Ahir,c A Shukla b Raj Bahadur,37,18,2,3,205.56,SAURvsSER,False,caught,6
6,SAUR,Sammar Gajjar,not out,13,4,3,0,325.0,SAURvsSER,False,not out,7
7,SER,Harsh Vardhan,c Prerak Mankad b Ankur Panwar,41,55,3,1,74.55,SAURvsSER,False,caught,1
8,SER,Vineet Dhankhar,b Ankur Panwar,38,32,6,0,118.75,SAURvsSER,False,bowled,2
9,SER,Irfan Ali,lbw b DA Jadeja,21,30,1,0,70.0,SAURvsSER,False,lbw,3
10,SER,Rajat Paliwal (c),c Hetvik Kotak b Chetan Sakariya,44,61,3,0,72.13,SAURvsSER,False,caught,4
11,SER,Vikas Hathwala,c Harvik Desai b DA Jadeja,10,13,1,0,76.92,SAURvsSER,False,caught,5
12,SER,Nakul Sharma (wk),lbw b Sammar Gajjar,4,8,0,0,50.0,SAURvsSER,False,lbw,6
13,SER,Pulkit Narang,c Vishvaraj Jadeja b Chetan Sakariya,16,31,2,0,51.61,SAURvsSER,False,caught,7
14,SER,Amit Shukla,c Prerak Mankad b Ravindra Jadeja,5,11,0,0,45.45,SAURvsSER,False,caught,8
15,SER,Poonam Poonia,c Ruchit Ahir b Chirag Jani,31,21,1,3,147.62,SAURvsSER,False,caught,9
16,SER,Pal Raj Bahadur,c Ravindra Jadeja b Chetan Sakariya,16,13,0,2,123.08,SAURvsSER,False,caught,10
17,SER,Nitin Yadav,not out,0,0,0,0,0.0,SAURvsSER,False,not out,11
0,SER,Harsh Vardhan,c Maheep Kumar b Jagarlapudi Ram,23,37,3,0,62.16,SERvsAP,False,caught,1
1,SER,Vineet Dhankhar,c Satyanarayana Raju b Jagarlapudi Ram,16,27,3,0,59.26,SERvsAP,False,caught,2
2,SER,Irfan Ali,c and b B Vinay Kumar,9,20,0,0,45.0,SERvsAP,False,caught,3
3,SER,Rajat Paliwal (c),c Srikar Bharat b Satyanarayana Raju,11,13,1,0,84.62,SERvsAP,False,caught,4
4,SER,Vikas Hathwala,c Maheep Kumar b Maramreddy Hemanth Reddy,22,57,2,0,38.6,SERvsAP,False,caught,5
5,SER,Abhishek Tiwari,c Maheep Kumar b Jagarlapudi Ram,20,32,2,0,62.5,SERvsAP,False,caught,6
6,SER,Nakul Sharma (wk),lbw b Tripurana Vijay,27,35,1,2,77.14,SERvsAP,False,lbw,7
7,SER,Pulkit Narang,c Jagarlapudi Ram b Maramreddy Hemanth Reddy,13,25,1,0,52.0,SERvsAP,False,caught,8
8,SER,Amit Shukla,c Maheep Kumar b Maramreddy Hemanth Reddy,0,8,0,0,0.0,SERvsAP,False,caught,9
9,SER,Poonam Poonia,c Srikar Bharat b Satyanarayana Raju,7,12,0,1,58.33,SERvsAP,False,caught,10
10,SER,Nitin Yadav,not out,0,4,0,0,0.0,SERvsAP,False,not out,11
11,AP,CR Gnaneshwar,b A Shukla,28,34,4,0,82.35,SERvsAP,False,bowled,1
12,AP,Srikar Bharat (wk),b Nitin Yadav,7,16,1,0,43.75,SERvsAP,False,bowled,2
13,AP,Maramreddy Hemanth Reddy (c),lbw b Pulkit Narang,13,21,2,0,61.9,SERvsAP,False,lbw,3
14,AP,Maheep Kumar,not out,68,87,4,2,78.16,SERvsAP,False,not out,4
15,AP,Yara Sandeep,c Poonia b A Shukla,22,53,1,0,41.51,SERvsAP,False,caught,5
16,AP,SDNV Prasad,c Vineet Dhankhar b Abhishek Tiwari,19,16,1,2,118.75,SERvsAP,False,caught,6
17,AP,Bhupathiraju Munish Varma,not out,0,2,0,0,0.0,SERvsAP,False,not out,7
0,SER,Harsh Vardhan,c Tejasvi Dahiya b Ishant,6,19,1,0,31.58,SERvsDEL,False,caught,1
1,SER,Sagar Dahiya,b Harshit Rana,4,3,1,0,133.33,SERvsDEL,False,bowled,2
2,SER,Ravi Chauhan,c Harsh Tyagi b Ayush Badoni,11,20,2,0,55.0,SERvsDEL,False,caught,3
3,SER,Irfan Ali,b Harshit Rana,17,50,2,0,34.0,SERvsDEL,False,bowled,4
4,SER,Vikas Hathwala,lbw b Prince Yadav,26,55,2,0,47.27,SERvsDEL,False,lbw,5
5,SER,Nakul Sharma (wk),b Prince Yadav,13,23,0,1,56.52,SERvsDEL,False,bowled,6
6,SER,Pulkit Narang (c),c Tejasvi Dahiya b Harsh Tyagi,22,37,2,0,59.46,SERvsDEL,False,caught,7
7,SER,Aditya Kumar,c Pant b Harshit Rana,7,8,0,1,87.5,SERvsDEL,False,caught,8
8,SER,Poonia,c Ayush Badoni b Harshit Rana,23,18,3,1,127.78,SERvsDEL,False,caught,9
9,SER,Raj Bahadur,c Pant b Prince Yadav,25,21,0,3,119.05,SERvsDEL,False,caught,10
10,SER,Nitin Yadav,not out,1,4,0,0,25.0,SERvsDEL,False,not out,11
11,DEL,Sarthak Ranjan,c (sub)Arjun Sharma b Nitin Yadav,4,4,1,0,100.0,SERvsDEL,False,caught,1
12,DEL,Priyansh Arya,not out,72,45,9,3,160.0,SERvsDEL,False,not out,2
13,DEL,Nitish Rana,st Nakul Sharma b Pulkit Narang,32,33,5,1,96.97,SERvsDEL,False,stumped,3
14,DEL,Rishabh Pant (c & wk),not out,67,37,4,6,181.08,SERvsDEL,False,not out,4
0,SER,Nitin Tanwar,b Nagwaswalla,0,1,0,0,0.0,SERvsGUJ,False,bowled,1
1,SER,Sagar Dahiya,lbw b Chintan Gaja,5,8,1,0,62.5,SERvsGUJ,False,lbw,2
2,SER,Ravi Chauhan,b Nagwaswalla,0,4,0,0,0.0,SERvsGUJ,False,bowled,3
3,SER,R Paliwal (c),b Nagwaswalla,25,45,4,0,55.56,SERvsGUJ,False,bowled,4
4,SER,Pulkit Narang,c Urvil Patel b Ravi Bishnoi,26,60,3,0,43.33,SERvsGUJ,False,caught,5
5,SER,Mohit Ahlawat,b Ravi Bishnoi,35,45,3,0,77.78,SERvsGUJ,False,bowled,6
6,SER,Nakul Sharma (wk),lbw b Vishal Jayswal,39,42,3,3,92.86,SERvsGUJ,False,lbw,7
7,SER,Arjun Sharma,st Urvil Patel b Ravi Bishnoi,12,22,1,0,54.55,SERvsGUJ,False,stumped,8
8,SER,Mohit Jangra,c Japagnya Bhatt b Chintan Gaja,4,12,0,0,33.33,SERvsGUJ,False,caught,9
9,SER,Poonia,b Nagwaswalla,19,14,1,2,135.71,SERvsGUJ,False,bowled,10
10,SER,Nitin Yadav,not out,0,4,0,0,0.0,SERvsGUJ,False,not out,11
11,GUJ,Aarya Desai,not out,77,93,6,1,82.8,SERvsGUJ,False,not out,1
12,GUJ,Urvil Patel (wk),c Poonia b Nitin Yadav,37,26,6,1,142.31,SERvsGUJ,False,caught,2
13,GUJ,Abhishek Desai,c Mohit Ahlawat b Arjun Sharma,36,55,2,1,65.45,SERvsGUJ,False,caught,3
14,GUJ,Jaymeet Patel,not out,27,36,3,0,75.0,SERvsGUJ,False,not out,4
0,SER,Sagar Dahiya,c Yashvardhan Dalal b Anshul Kamboj,16,24,3,0,66.67,SERvsHAR,False,caught,1
1,SER,Ravi Chauhan,c Yashvardhan Dalal b Anshul Kamboj,16,27,3,0,59.26,SERvsHAR,False,caught,2
2,SER,Pulkit Narang,b Anshul Kamboj,0,5,0,0,0.0,SERvsHAR,False,bowled,3
3,SER,Irfan Ali,run out (Samant Jakhar),103,113,9,1,91.15,SERvsHAR,False,run out,4
4,SER,R Paliwal (c),lbw b Anshul Kamboj,0,1,0,0,0.0,SERvsHAR,False,lbw,5
5,SER,Mohit Ahlawat,c Rahul Tewatia b Samant Jakhar,19,35,2,0,54.29,SERvsHAR,False,caught,6
6,SER,Nakul Sharma (wk),c Amit Rana b Sumit Kumar,72,74,3,5,97.3,SERvsHAR,False,caught,7
7,SER,Arjun Sharma,c Anshul Kamboj b Anuj Thakral,13,17,1,0,76.47,SERvsHAR,False,caught,8
8,SER,Poonia,not out,12,6,0,1,200.0,SERvsHAR,False,not out,9
9,SER,Mohit Jangra,not out,0,0,0,0,0.0,SERvsHAR,False,not out,10
10,HAR,Mayank Shandilya,c Ravi Chauhan b Nitin Yadav,22,35,5,0,62.86,SERvsHAR,False,caught,1
11,HAR,Ankit Kumar (c),not out,144,123,14,4,117.07,SERvsHAR,False,not out,2
12,HAR,Himanshu Rana,c Mohit Ahlawat b Nitin Yadav,64,69,7,0,92.75,SERvsHAR,False,caught,3
13,HAR,Yashvardhan Dalal (wk),c Arjun Sharma b Ravi Chauhan,2,4,0,0,50.0,SERvsHAR,False,caught,4
14,HAR,Parth Vats,not out,34,30,1,2,113.33,SERvsHAR,False,not out,5
0,SER,Nitin Tanwar,b Sambit S Baral,11,14,2,0,78.57,SERvsODSA,False,bowled,1
1,SER,Sagar Dahiya,b Rajesh Mohanty,9,25,1,0,36.0,SERvsODSA,False,bowled,2
2,SER,A Shukla,lbw b Rajesh Mohanty,0,1,0,0,0.0,SERvsODSA,False,lbw,3
3,SER,Ravi Chauhan,lbw b Rajesh Mohanty,0,1,0,0,0.0,SERvsODSA,False,lbw,4
4,SER,R Paliwal (c),c Sandeep Pattnaik b Sambit S Baral,2,11,0,0,18.18,SERvsODSA,False,caught,5
5,SER,Mohit Ahlawat,c Badal Biswal b Sambit S Baral,7,9,1,0,77.78,SERvsODSA,False,caught,6
6,SER,Nakul Sharma (wk),c Aasirwad Swain b Sambit S Baral,0,2,0,0,0.0,SERvsODSA,False,caught,7
7,SER,Arjun Sharma,not out,13,36,1,0,36.11,SERvsODSA,False,not out,8
8,SER,Poonia,b Badal Biswal,25,18,2,2,138.89,SERvsODSA,False,bowled,9
9,SER,Raj Bahadur,lbw b Rajesh Mohanty,9,13,0,1,69.23,SERvsODSA,False,lbw,10
10,SER,Nitin Yadav,run out (Sandeep Pattnaik),0,1,0,0,0.0,SERvsODSA,False,run out,11
11,ODSA,Swastik Samal,c Nakul Sharma b Nitin Yadav,0,3,0,0,0.0,SERvsODSA,False,caught,1
12,ODSA,Om T Munde,c Nakul Sharma b Poonia,1,4,0,0,25.0,SERvsODSA,False,caught,2
13,ODSA,Sandeep Pattnaik,not out,32,69,4,0,46.38,SERvsODSA,False,not out,3
14,ODSA,Govinda Poddar,c Nakul Sharma b Nitin Yadav,11,32,1,0,34.38,SERvsODSA,False,caught,4
15,ODSA,Sambit S Baral,b Poonia,7,13,0,0,53.85,SERvsODSA,False,bowled,5
16,ODSA,Biplab Samantray (c),c R Paliwal b Poonia,4,6,1,0,66.67,SERvsODSA,False,caught,6
17,ODSA,Rajesh Mohanty,b Poonia,12,13,0,1,92.31,SERvsODSA,False,bowled,7
18,ODSA,Prayash Singh,not out,9,8,1,0,112.5,SERvsODSA,False,not out,8
0,SKM,Amit Rajera,st Ankush Bains b Mridul Surroch,28,48,5,0,58.33,SKMvsHP,False,stumped,1
1,SKM,K Sai Satwik,b Mridul Surroch,22,39,2,0,56.41,SKMvsHP,False,bowled,2
2,SKM,Ashish Thapa (wk),b Aryaman Singh Dhaliwal,1,5,0,0,20.0,SKMvsHP,False,bowled,3
3,SKM,Gurinder Singh,not out,65,61,4,3,106.56,SKMvsHP,False,not out,4
4,SKM,Pranesh Chettri,st Ankush Bains b Mridul Surroch,1,5,0,0,20.0,SKMvsHP,False,stumped,5
5,SKM,Palzor Tamang,c and b Vaibhav Arora,9,19,1,0,47.37,SKMvsHP,False,caught,6
